[14:05:27] New Subprocess!
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEIILLNLMK
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEMKML
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEHFNN
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEHFNNNL
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELJMI
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEOOLLHF
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEOOLLHFLJ
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGENL
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGENLPJ
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGENNLLNL
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGENNLLNLLJ
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGENNLLNLLJGO
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEMKLK
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGEIILLMK
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGEIILLMKLJ
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGEIILLMKLJGO
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:08:01] DRLINFO W JJJHKIMMKKFDIGGELJNN
[14:08:01] DRLINFO B JJJHKIMMKKFDIGGELJNNII
[14:08:03] cpp time out: 1.6146490573883057
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEOONN
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGEOONNGG
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGELL
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGELLHH
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGELLHHNN
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGELLHHNNJF
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGEIILLLJ
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGEIILLLJMK
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEIILLLJMKMO
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGENNLLHF
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGENNLLHFLJ
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENNLLHFLJGO
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEMKNK
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGEMKNKII
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENL
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENLII
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGENLIIGI
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGELL
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGELLOO
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGELLOOII
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGELLOOIIJI
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGEHFOO
[14:08:03] DRLINFO B JJJHKIMMKKFDIGGEHFOONL
[14:08:03] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGENNLLLJ
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGENNLLLJMK
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGENNLLLJMKMO
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEIILLNL
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEIILLNLLJ
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEIILLNLLJGO
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEIILLHF
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGEIILLHFLJ
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGEIILLHFLJGO
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:08:04] DRLINFO W JJJHKIMMKKFDIGGELJOO
[14:08:04] DRLINFO B JJJHKIMMKKFDIGGELJOOII
[14:08:06] cpp time out: 1.5016834735870361
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEMKMJ
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEMKMJII
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGELL
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGELLII
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGELLIINN
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGELLIINNJI
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEIILLLJ
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEIILLLJMK
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEIILLLJMKMN
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGENNLLMK
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGENNLLMKLJ
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGENNLLMKLJHJ
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEHHIIGI
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEOOLLLJ
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEOOLLLJMK
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGEHFHH
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGEHFHHNL
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGENL
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGENLOO
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGENLOOKO
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGELL
[14:08:06] DRLINFO W JJJHKIMMKKFDIGGELLNN
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGELLNNII
[14:08:06] DRLINFO B JJJHKIMMKKFDIGGELLNNIIJI
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGENNLLNL
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGENNLLNLMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGENNLLNLMKMO
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEIILLMK
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEIILLMKLJ
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEIILLMKLJNN
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEMKNNII
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEMKNNMN
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEMKNNMO
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEMKNNMI
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:07] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:07] DRLINFO B JJJHKIMMKKFDIGGEMKNNJK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNGG
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNLK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNML
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNNK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNFF
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNLL
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:08] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:08] DRLINFO B JJJHKIMMKKFDIGGEMKNNOK
[14:08:09] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:09] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:09] DRLINFO B JJJHKIMMKKFDIGGEMKNNMJ
[14:08:09] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:09] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:09] DRLINFO B JJJHKIMMKKFDIGGEMKNNIK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEMKNNHH
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEMKNNMI
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEMKNNMINI
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEMKNNMN
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEMKNNMNOK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHIIHJ
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:10] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:10] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKRR
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJEE
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHIIIJ
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJRR
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJEE
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKEE
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJEE
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKEE
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHIIID
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:11] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:11] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKMN
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKEE
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJGO
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHIIME
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJGO
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKMN
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKLM
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJGO
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJHJ
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKRR
[14:08:12] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:12] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJKM
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKRR
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKNN
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKMO
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHIIIF
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKMO
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKMO
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJQQ
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJRR
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:13] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:13] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJHJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJIJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKQQ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKHK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKHK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHIIFL
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJNN
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKHK
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJHJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJRR
[14:08:14] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:14] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJKJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKNN
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKJK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKNN
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJII
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJIJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJOJ
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHIIMI
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKLI
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKJK
[14:08:15] DRLINFO W JJJHKIMMKKFDIGGEHHLL
